permit_number,geocode,permit_issued_date,address,dwellings,construction_type,permit_type,description,city
2014-MSS-RES-00800,04220014210020000,2014-10-14,2250 RAYMOND AVE,1,Residential Construction,BNSFR,,Missoula
2014-MSS-RES-00801,04220118303280000,2014-12-08,1021 ANGLERS BEND WAY,1,Residential Construction,BNSFR,,Missoula
2014-MSS-RES-00808,04220118303340000,2014-10-23,1034 ANGLERS BEND WAY,1,Residential Construction,BNSFR,,Missoula
2014-MSS-RES-00812,04219912206010000,2014-10-15,2404 LATIGO DR,1,Residential Construction,BNSFR,LOT 238 44 RANCH ESTATES,Missoula
2014-MSS-RES-00813,04219912206130000,2014-10-14,5147 FILLY LN,1,Residential Construction,BNSFR,LOT 204 44 RANCH ESTATES,Missoula
2014-MSS-RES-00818,04209213207210000,2014-10-15,4850 JEFF DR,1,Residential Construction,BNSFR,,Missoula
2014-MSS-RES-00829,04220020217200000,2014-10-15,840 RIVER PL,1,Residential Construction,BNSFR,LOT 10 RIVER PLACE,Missoula
2014-MSS-RES-00843,04220016326140000,2014-12-17,1010 PHILIPS ST,1,Residential Construction,BNSFR,LOT 14A  SCHOOL ADD BLK 60,Missoula
2014-MSS-RES-00857,04219912102255020,2014-11-14,2563 FREEDOM LP,1,Residential Construction,BNSFR,,Missoula
2014-MSS-RES-00859,04209213208110000,2014-10-28,6982 ALISHA DR,1,Residential Construction,BNSFR,LOT 11 LINDA VISTA 13TH,Missoula
2014-MSS-RES-00872,04209304301030000,2014-11-19,310 MANSION HEIGHTS DR,1,Residential Construction,BNSFR,LOT 60 MANSION HEIGHTS PH 6,Missoula
2014-MSS-RES-00886,04220118303020000,2014-10-31,1105 ANGLERS BEND WAY,1,Residential Construction,BNSFR,,Missoula
2014-MSS-RES-00888,04209213208170000,2014-12-17,6975 ALISHA DR,1,Residential Construction,BNSFR,,Missoula
2014-MSS-RES-00901,04220029113165001,2014-11-18,1706 S 14TH ST W,1,Residential Construction,BNSFR,CATLIN STREET TOWNHOMES - TOWNHOME 1,Missoula
2014-MSS-RES-00915,04209213208180000,2014-12-17,7179 JOY DR,1,Residential Construction,BNSFR,LOT 18 LINDA VISTA 13TH,Missoula
2014-MSS-RES-00947,04209212103140000,2014-12-22,6117 HELENA DR,1,Residential Construction,BNSFR,LOT 18 LINDA VISTA,Missoula
2014-MSS-RES-00948,04220016338120000,2014-11-25,1514 DEFOE ST,1,Residential Construction,BNSFR,LOT 16A SCHOOL ADD BLK 76,Missoula
2014-MSS-RES-00972,04220016102175001,2014-12-09,817 TURNER ST,1,Residential Construction,BNSFR,TOWNHOUSE A,Missoula
2014-MSS-RES-00973,04220016102175002,2014-12-09,819 TURNER ST,1,Residential Construction,BNSFR,TOWNHOUSE B,Missoula
2014-MSS-RES-00974,04220016102175004,2014-12-09,823 TURNER ST,1,Residential Construction,BNSFR,TOWNHOUSE C,Missoula
2014-MSS-RES-00975,04220016102175003,2014-12-09,821 TURNER ST,1,Residential Construction,BNSFR,TOWNHOUSE D,Missoula
2014-MSS-RES-00977,04220006209040000,2014-12-22,4325 POTTER PARK CT,1,Residential Construction,BNSFR,"LOT D4, WINDSOR PARK PHASE VII, PHASE 2",Missoula
2014-MSS-RES-00989,04219912206050000,2014-12-23,5111 FILLY LN,1,Residential Construction,BNSFR,"44 RANCH PHASE 6A, LOT 240",Missoula
