permit_number,geocode,permit_issued_date,address,dwellings,construction_type,permit_type,description,city
2016-MSS-RES-00568,04219912102255029,2016-07-11,5070 CATTLE DR,1,Residential Construction,BNSFR,ENVELOPE #29,Missoula
2016-MSS-RES-00569,04220016442010000,2016-07-27,1315 MILTON ST,1,Residential Construction,BNSFR,LOT 12A SCHOOL ADD BLK 21,Missoula
2016-MSS-RES-00575,04219910304650000,2016-07-21,2728 CARNOUSTIE WAY,1,Residential Construction,BNSFR,LOT 65 PHANTOM HILL PH 1 & 2,Missoula
2016-MSS-RES-00596,04209304309010000,2016-08-25,310 SPANISH PEAKS DR,1,Residential Construction,BNSFR,LOT 129 MANSION HEIGHTS,Missoula
2016-MSS-RES-00601,04219924405270000,2016-08-05,280 STONYBROOK DR,1,Residential Construction,BNSFR,LOT 5 STONYBROOK,Missoula
2016-MSS-RES-00602,04220019315270000,2016-08-03,345 HIBERTA ST,1,Residential Construction,BNSFR,LOT 27 WATER WHEEL TRAILS,Missoula
2016-MSS-RES-00610,04220029201845040,2016-08-25,2305 ASPEN GROVE,1,Residential Construction,BNSFR,,Missoula
2016-MSS-RES-00611,04220029201845038,2016-08-25,2313 ASPEN GROVE,1,Residential Construction,BNSFT,,Missoula
2016-MSS-RES-00612,04220029201845039,2016-08-25,2303 ASPEN GROVE,1,Residential Construction,BNSFT,,Missoula
2016-MSS-RES-00613,04220029201845037,2016-08-25,2311 ASPEN GROVE,1,Residential Construction,BNSFT,,Missoula
2016-MSS-RES-00614,04209213209230000,2016-08-10,7121 AVERY LN,1,Residential Construction,BNSFR,LOT 23 LINDA VISTA SUP 14,Missoula
2016-MSS-RES-00646,04220118308210000,2016-08-03,561 CAHILL RISE,1,Residential Construction,BNSFR,LOT 184 CANYON RIVER PH 5,Missoula
2016-MSS-RES-00659,04220016203035050,2016-08-24,1825-A SCOTT ST,1,Residential Construction,BNSFT,#A,Missoula
2016-MSS-RES-00661,04220016203035051,2016-08-24,1825-B SCOTT ST,1,Residential Construction,BNSFT,#B,Missoula
2016-MSS-RES-00663,04220016203035052,2016-08-24,1825-C SCOTT ST,1,Residential Construction,BNSFT,#C,Missoula
2016-MSS-RES-00666,04219912208220000,2016-08-22,5321 FILLY LN,1,Residential Construction,BNSFR,LOT 197 44 RANCH PH 7B,Missoula
2016-MSS-RES-00686,04209213210030000,2016-08-30,7114 AVERY LN,1,Residential Construction,BNSFR,LOT 3 LINDA VISTA PH 1,Missoula
2016-MSS-RES-00687,04220016203035048,2016-08-24,1815-A SCOTT ST,1,Residential Construction,BNSFT,TOWNHOUSE #A,Missoula
2016-MSS-RES-00689,04220016203035049,2016-08-24,1815-B SCOTT ST,1,Residential Construction,BNSFT,TOWNHOUSE #B,Missoula
2016-MSS-RES-00693,04220012307060000,2016-08-22,2925 LOWER LINCOLN HILLS DR,1,Residential Construction,BNSFR,MT JUMBO VIEWS LOT 1,Missoula
2016-MSS-RES-00700,04220028409060000,2016-08-30,310 W SUSSEX AVE,1,Residential Construction,BNSFR,LOT 21 HOMEVALE ADD BLK 43,Missoula
2016-MSS-RES-00701,04220016318030000,2016-08-30,1526 SHERWOOD ST,1,Residential Construction,BNSFR,LOT 15A SCHOOL ADD BLK 73,Missoula
2016-MSS-RES-00737,04220019315260000,2016-08-30,365 HIBERTA ST,1,Residential Construction,BNSFR,LOT 26 WATER WHEEL,Missoula
