permit_number,geocode,permit_issued_date,address,dwellings,construction_type,permit_type,description,city
2013-MSS-RES-00615,04209213207180000,2013-08-15,4880 JEFF DR,1,Residential Construction,None,LOT 13 LINDA VISTA 12TH SUPPLEMENT,Missoula
2013-MSS-RES-00621,04220019105035002,2013-08-27,2620 QUINN CT,1,Residential Construction,BNSFT,UNIT #102,Missoula
2013-MSS-RES-00623,04219914109440000,2013-08-14,1690 SHINDIG DR,1,Residential Construction,None,VALLEY SUBDIVISION LOT 22,Missoula
2013-MSS-RES-00625,04209304309490000,2013-08-22,305 DEAN STONE DR,1,Residential Construction,None,LOT 153 MANSION HEIGHTS PH 8,Missoula
2013-MSS-RES-00632,04220006108180000,2013-08-21,4240 DEVERAUX PL,1,Residential Construction,None,WINDSOR PARK PH 6 LOT A53,Missoula
2013-MSS-RES-00633,04220006108180000,2013-08-21,4240 DEVERAUX PL,1,Residential Construction,None,WINDSOR PARK PH 6 LOT A53,Missoula
2013-MSS-RES-00634,04220014302090000,2013-11-05,519 ARBOR ST,1,Residential Construction,None,,Missoula
2013-MSS-RES-00667,04220020217180000,2013-09-10,820 RIVER PL,1,Residential Construction,None,LOT 11 RIVER PLACE,Missoula
2013-MSS-RES-00675,04209213207410000,2013-09-25,4905 JEFF DR,1,Residential Construction,None,LOT 47 LINDA VISTA 12TH SUPP,Missoula
2013-MSS-RES-00695,04209213207320000,2013-09-16,4815 JEFF DR,1,Residential Construction,None,LOT 56 LINDA VISTA 12TH SUPPLEMENT,Missoula
2013-MSS-RES-00701,04219910308140000,2013-09-27,3083 RUSTLER DR,1,Residential Construction,None,LOT 117 RANCH CLUB PHASE 4 & 5,Missoula
2013-MSS-RES-00728,04209213207390000,2013-09-16,4885 JEFF DR,1,Residential Construction,None,LOT 49 LINDA VISTA 12TH SUPPLEMENT,Missoula
2013-MSS-RES-00733,04220016327150000,2013-09-11,1010 SHAKESPEARE ST,1,Residential Construction,None,PHILIPS LOT 12A,Missoula
2013-MSS-RES-00756,04220022106110000,2013-09-17,1115 POPLAR ST,1,Residential Construction,None,,Missoula
2013-MSS-RES-00765,04219914109480000,2013-09-23,1682 SHINDIG DR,1,Residential Construction,None,,Missoula
2013-MSS-RES-00774,04209213207480000,2013-10-04,4985 JEFF DR,1,Residential Construction,None,LOT 40 LINDA VISTA 12TH SUPPLEMENT,Missoula
2013-MSS-RES-00780,04220020420070000,2013-10-21,1930 S 4TH ST W,1,Residential Construction,None,,Missoula
2013-MSS-RES-00813,04220011402047019,2013-10-10,1312 LILLY CT,1,Residential Construction,None,,Missoula
2013-MSS-RES-00815,04209213207150000,2013-10-17,4910 JEFF DR,1,Residential Construction,None,LOT 16 LINDA VISTA 12TH SUP,Missoula
2013-MSS-RES-00816,04209213207140000,2013-10-17,4920 JEFF DR,1,Residential Construction,None,LOT 17 LINDA VISTA 12TH SUP,Missoula
2013-MSS-RES-00830,04220021433100000,2013-10-29,335 S 02ND ST W,1,Residential Construction,None,,Missoula
2013-MSS-RES-00844,04209213207220000,2013-10-25,4840 JEFF DR,1,Residential Construction,BNSFR,LOT 9 LINDA VISTA 12TH,Missoula
2013-MSS-RES-00847,04219912206190000,2013-10-23,5241 FILLY LN,1,Residential Construction,None,LOT 201 44 RANCH ESTATES,Missoula
2013-MSS-RES-00853,04209213207230000,2013-10-11,4830 JEFF DR,1,Residential Construction,None,LOT 8 LINDA VISTA 12TH,Missoula
2013-MSS-RES-00856,04220015405040000,2013-10-15,1812 ELISON LN,1,Residential Construction,BNSFR,LOT 4 RATTLESNAKE PH 1,Missoula
2013-MSS-RES-00859,04220020415230000,2013-11-04,1526 S 05TH ST W,1,Residential Construction,None,,Missoula
2013-MSS-RES-00865,04220020217380000,2013-10-18,825 RIVER PL,1,Residential Construction,None,RIVER PLACE #9,Missoula
2013-MSS-RES-00873,04219912102255011,2013-10-15,2568 FREEDOM LP,1,Residential Construction,None,ENVELOPE #11,Missoula
2013-MSS-RES-00874,04219912102255012,2013-10-15,2565 FREEDOM LP,1,Residential Construction,None,ENVELOPE #12,Missoula
2013-MSS-RES-00902,04220029248430000,2013-12-16,2255-A S 9TH ST W,1,Residential Construction,None,LOT 15A DALYS ADDITION #2,Missoula
2013-MSS-RES-00903,04220029248430000,2013-12-16,2255-B S 9TH ST W,1,Residential Construction,None,LOT 16A DALYS ADDITION #2,Missoula
2013-MSS-RES-00923,04220006209010000,2013-11-06,4875 POTTER PARK LP,1,Residential Construction,None,LOT D1 WINDSOR PARK PHASE 7,Missoula
2013-MSS-RES-00935,04220011317160000,2013-11-07,3228 CUMMINS WAY,1,Residential Construction,None,,Missoula
2013-MSS-RES-00936,04219910301150000,2013-12-04,2603 WEDGEWOOD CT,1,Residential Construction,None,LOT 15 RANCH CLUB,Missoula
2013-MSS-RES-00942,04219910307270000,2013-11-18,2852 RUSTLER DR,1,Residential Construction,None,LOT 102PHANTOM HILLS PHASE 4 & 5,Missoula
2013-MSS-RES-00960,04209213207430000,2013-11-15,4925 JEFF DR,1,Residential Construction,None,,Missoula
2013-MSS-RES-00962,04209304301250000,2013-11-19,330 MANSION HEIGHTS DR,1,Residential Construction,None,LOT 126A MANSION HEIGHTS PH 11,Missoula
2013-MSS-RES-00963,04219912203160000,2013-11-19,5112 CATTLE DR,1,Residential Construction,None,LOT 16 44 RANCH PH 1 & 2,Missoula
2013-MSS-RES-00964,04219912203160000,2013-11-19,5112 CATTLE DR,1,Residential Construction,None,LOT 16 44 RANCH PH 1 & 2,Missoula
2013-MSS-RES-00969,04220006209030000,2013-11-18,4317 POTTER PARK CT,1,Residential Construction,None,LOT D3 WINDSOR PARK PH 7,Missoula
2013-MSS-RES-00972,04209213207570000,2013-11-21,5075 JEFF DR,1,Residential Construction,BNSFR,LOT 31 LINDA VISTA 12TH,Missoula
2013-MSS-RES-00991,04220006108300000,2013-12-31,4209 HERMIONE LN,1,Residential Construction,None,WINDSOR PARK PH 6 LOT A65,Missoula
2013-MSS-RES-00992,04220006108300000,2013-12-31,4209 HERMIONE LN,1,Residential Construction,None,WINDSOR PARK PH 6 LOT A65,Missoula
2013-MSS-RES-00995,04220028218080000,2013-12-27,333 W HARLEM ST,1,Residential Construction,None,LOT 1A SOUTH MISSOULA ADDN BLK 87,Missoula
2013-MSS-RES-00998,04220029121180000,2013-12-23,1907 S 12TH ST W,1,Residential Construction,None,LOT 1A DALYS ADDITION,Missoula
2013-MSS-RES-01009,04209213207560000,2013-12-19,5065 JEFF DR,1,Residential Construction,None,LOT 32 LINDA VISTA SUPPLEMENT 12,Missoula
B20120869,04220020424190000,2013-02-15,1550 MILWAUKEE WAY,32,Commercial Construction,BNMRB,BLDG A LOT 5 GARDEN DISTRICT HOMES,Missoula
B20120872,04220020424170000,2013-03-08,1545 MILWAUKEE WAY,32,Commercial Construction,BNMRB,BLDG B LOT 3 GARDEN DISTRICT HOMES,Missoula
B20120873,04220020424170000,2013-04-16,1555 MILWAUKEE WAY,32,Commercial Construction,BNMRB,BLDG C LOT 3 GARDEN DISTRICT HOMES,Missoula
B20120874,04220020424170000,2013-03-27,1575 MILWAUKEE WAY,32,Commercial Construction,BNMRB,BLDG D LOT 3 GARDEN DISTRICT HOMES,Missoula
B20120875,04220020424170000,2013-05-06,1615 MILWAUKEE WAY,32,Commercial Construction,BNMRB,BLDG E LOT 3 GARDEN DISTRICT HOMES,Missoula
B20120876,04220020424190000,2013-01-14,1620 MILWAUKEE WAY,32,Commercial Construction,BNMRB,BLDG F LOT 5 GARDEN DISTRICT HOMES,Missoula
B20120877,04220020424190000,2013-01-14,1690 MILWAUKEE WAY,32,Commercial Construction,BNMRB,BLDG G LOT 5 GARDEN DISTRICT HOMES,Missoula
B20120930,04219914403040000,2013-06-06,6624 W KIKI CT,1,Residential Construction,BNSFR,LOT 11 RIVERWALK ESTATES,Missoula
B20121008,04220007326080000,2013-04-16,3777 A ENGLAND BLVD,1,Residential Construction,BNSFT,,Missoula
